"Fruits: Retail Prices of Agricultural Commodities by Geolocation, Commodity, Year and Period"

"Geolocation","Commodity","2020 January","2020 February","2020 March","2020 April","2020 May","2020 June","2020 July","2020 August","2020 September","2020 October","2020 November","2020 December","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December"
"..REGION IV-A (CALABARZON)","FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",131.34,126.14,128.74,112.70,92.33,79.33,89.73,89.73,93.63,89.73,91.40,97.34,114.43,132.26,127.81,111.83,113.13,104.03,101.43,101.43,101.43,101.43,101.43,101.43,101.43,104.29,97.14,98.57,100.00,120.00,115.71,117.14,117.14,112.50,100.00,100.00,102.86,102.86,127.50,132.50,107.50,97.50,96.25,120.00,117.50,132.50,133.75,127.50,138.75,136.25,128.75,130.00,118.75,96.25,108.75,118.75,151.25,171.25,165.00,158.75
"..REGION IV-A (CALABARZON)","FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",76.49,63.74,62.27,60.14,56.87,39.22,50.99,54.91,63.73,71.57,66.67,70.59,70.59,77.45,60.29,60.29,54.41,47.06,50.00,50.00,50.00,50.00,50.00,50.00,45.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,60.00,60.00,60.00,55.00,50.00,60.00,60.00,60.00,64.00,64.00,62.00,61.00,60.00,59.00,55.00,56.00,68.00,64.00,73.00,70.00,70.00,70.00
"..REGION IV-A (CALABARZON)","FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",44.59,43.34,47.12,48.70,50.60,49.31,50.90,51.21,50.57,49.62,49.93,52.12,53.40,52.18,54.97,55.93,52.49,52.50,50.26,53.44,50.63,50.94,52.19,51.57,50.00,51.25,49.38,48.13,48.44,48.75,50.32,50.32,51.25,48.75,50.63,50.63,51.25,50.94,56.25,55.63,56.57,54.07,54.38,57.82,58.44,60.32,61.88,62.19,59.07,60.32,58.44,60.94,61.88,61.88,65.63,64.38,65.63,73.76,72.82,71.57
"..REGION IV-A (CALABARZON)","FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",47.75,47.02,46.46,44.63,44.45,45.48,44.05,44.30,45.36,44.23,46.19,48.14,50.99,52.16,53.01,51.79,54.98,53.92,54.12,57.03,54.03,52.77,52.99,53.25,52.83,53.54,52.58,52.96,57.04,56.09,56.92,57.50,54.54,57.63,59.79,62.21,65.71,63.96,59.21,59.71,63.08,60.79,61.46,61.67,62.00,63.04,61.25,60.34,62.08,60.92,61.29,59.83,59.63,59.50,61.17,58.58,67.21,69.75,66.88,64.88
"..REGION IV-A (CALABARZON)","FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",50.03,53.61,55.99,66.71,69.09,69.09,70.28,66.11,66.70,67.89,71.47,66.70,66.70,65.51,62.54,60.16,66.70,63.73,63.73,63.13,63.82,63.82,61.25,60.00,60.00,60.00,60.00,60.00,60.00,60.00,63.75,67.50,67.50,67.50,67.50,67.50,67.50,67.50,78.13,78.13,78.13,78.13,60.00,60.00,60.00,60.00,60.00,65.50,67.75,86.13,99.75,98.88,90.88,99.25,99.25,93.25,103.75,91.00,79.25,79.25
"..REGION IV-A (CALABARZON)","FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",69.14,70.24,74.99,71.48,74.08,75.23,78.02,74.98,76.97,78.13,79.77,79.88,84.85,86.24,82.99,84.86,79.43,82.20,72.93,71.94,73.42,80.63,76.49,77.44,76.88,75.63,77.03,80.28,80.78,78.60,80.63,80.56,85.86,84.50,82.32,82.97,85.16,83.29,87.66,85.78,85.31,83.28,80.47,88.60,89.06,94.69,92.81,91.41,93.28,97.97,99.73,96.32,93.06,94.67,95.63,90.63,92.53,90.03,96.66,101.95
"..REGION IV-A (CALABARZON)","FRESH FRUIT, GRAPES, 1 KG",269.46,270.70,284.30,276.88,284.30,278.12,273.18,279.36,274.42,264.53,262.06,259.59,274.42,281.84,283.08,276.90,276.90,276.90,268.25,310.00,288.00,282.00,236.88,227.50,233.63,260.00,265.00,303.50,296.00,280.50,288.50,271.50,262.00,255.63,260.75,263.88,298.25,268.75,275.63,301.75,311.50,308.25,302.00,299.50,299.50,299.50,308.25,303.00,296.88,304.25,331.63,348.63,343.75,345.75,340.50,330.25,301.25,291.88,263.63,246.25
"..REGION IV-A (CALABARZON)","FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",247.50,271.25,341.25,330.00,315.00,281.25,266.25,276.25,248.75,235.00,242.50,243.75,285.00,278.75,263.75,255.00,265.00,266.25,256.25,295.00,248.25,271.50,271.50,251.50,262.88,259.25,267.13,307.38,319.75,302.88,284.25,283.00,279.88,269.25,275.50,263.75,282.88,269.13,276.25,306.25,321.25,295.50,284.00,278.50,267.25,275.50,275.00,270.00,277.25,301.00,358.25,331.00,338.75,331.00,316.50,323.75,313.75,282.50,286.25,266.00
"..REGION IV-A (CALABARZON)","FRESH FRUIT, GRAPES, WITH SEEDS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, GUYABANO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",114.63,114.63,111.81,117.40,122.99,120.22,114.63,114.63,120.22,120.22,125.81,134.17,128.58,122.99,122.99,128.58,125.81,128.58,125.81,115.95,115.95,115.48,115.48,115.00,118.00,118.00,118.00,115.00,106.67,103.33,105.00,105.00,105.00,105.00,106.67,106.67,106.67,103.33,93.33,95.00,117.50,113.75,116.25,107.50,106.25,98.75,98.33,98.33,107.14,113.75,106.25,103.75,103.75,96.25,96.25,96.25,103.75,103.75,103.75,103.75
"..REGION IV-A (CALABARZON)","FRESH FRUIT, LANZONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, RAMBUTAN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, POMELO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",53.97,52.59,54.67,55.36,55.36,55.36,55.36,55.36,63.26,64.84,71.17,89.95,88.57,87.19,89.96,92.04,92.04,93.42,89.27,77.50,90.00,85.63,85.63,63.13,38.13,41.25,42.50,42.50,42.50,49.38,51.25,55.63,48.13,60.00,59.38,51.88,55.00,55.00,55.00,55.00,53.75,53.75,52.50,52.50,52.50,56.25,55.00,56.25,63.75,67.14,67.14,72.86,74.29,74.29,72.86,72.86,71.43,70.00,58.57,64.29
"..REGION IV-A (CALABARZON)","FRESH FRUIT, ORANGE, SINTONES, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",35.63,35.83,37.08,37.08,47.08,43.75,44.17,45.00,45.83,42.50,42.08,42.92,42.50,42.29,43.54,43.75,43.96,43.96,43.96,45.00,45.00,43.96,42.92,43.75,39.38,39.79,40.21,40.63,40.83,40.83,41.88,40.21,40.21,37.50,38.13,39.38,40.00,39.38,39.38,41.46,41.46,41.04,39.38,42.88,46.21,48.54,43.96,43.54,47.54,56.42,58.13,59.67,62.08,66.42,65.92,65.00,82.13,81.29,81.63,84.13
"..REGION IV-A (CALABARZON)","CALAMANSI, LOOSE, 1 KG",97.70,92.92,90.78,113.48,86.00,68.07,74.07,54.12,52.44,54.24,64.03,71.06,86.00,102.74,118.03,102.13,114.67,108.71,87.80,104.50,67.50,67.50,85.00,97.25,99.38,101.88,108.13,110.00,106.25,89.88,103.75,92.75,86.50,92.00,125.63,108.88,128.13,98.75,106.88,131.25,127.25,101.63,96.00,105.00,90.38,87.75,115.00,107.75,106.88,120.00,112.50,106.00,119.38,133.25,131.25,135.00,119.50,104.38,113.50,97.25
"..REGION IV-A (CALABARZON)","FRESH FRUIT, APPLE, RED DELICIOUS, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, CANTALOUPE, MELON, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION IV-A (CALABARZON)","FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",42.33,41.24,42.87,43.41,43.41,43.41,43.41,43.41,49.61,50.85,55.82,70.55,69.46,68.37,70.54,72.17,72.17,73.26,70.00,70.00,74.00,86.25,92.50,92.50,108.75,113.13,105.00,133.13,96.25,81.25,98.33,102.03,90.13,70.13,51.25,51.88,53.75,52.19,53.75,78.13,71.88,81.88,93.13,90.63,93.75,100.63,99.38,91.88,121.88,128.13,141.25,128.75,121.25,128.75,128.13,134.38,140.63,143.13,157.50,163.75
"..MIMAROPA REGION","FRESH FRUIT, AVOCADO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, BANANA, CARDAVA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",76.40,78.06,81.38,91.45,99.47,98.22,95.13,97.22,95.56,95.77,97.44,101.60,102.64,99.36,102.54,101.10,98.33,98.53,101.74,105.97,99.31,98.19,98.06,90.07,88.78,91.32,88.47,85.42,85.97,89.03,85.69,85.69,81.25,79.86,79.79,80.69,90.97,100.42,98.33,99.72,100.97,100.49,97.29,95.63,92.92,94.86,93.47,97.08,103.47,98.61,99.44,101.53,97.78,99.17,99.17,99.58,101.81,100.14,103.89,98.61
"..MIMAROPA REGION","FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",55.02,55.65,59.44,63.38,72.01,69.49,70.83,71.03,70.82,67.15,66.73,67.43,66.73,69.32,74.70,73.63,70.30,69.27,71.57,73.75,73.33,72.92,68.10,65.88,66.15,64.49,65.14,66.04,65.49,65.28,65.90,64.79,60.90,55.69,55.69,57.22,54.60,59.04,62.71,61.59,65.49,61.32,57.85,52.29,52.72,51.94,50.92,46.96,46.72,47.33,49.02,50.56,51.39,53.40,53.40,57.29,59.86,57.22,54.31,55.42
"..MIMAROPA REGION","FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",37.49,38.89,40.10,47.68,49.09,50.28,49.74,52.58,60.48,61.54,60.83,60.83,61.23,60.69,60.50,57.93,58.74,57.56,54.34,53.75,55.00,51.04,50.21,46.46,48.96,47.71,47.92,49.90,47.92,45.11,46.88,42.92,39.17,38.23,36.98,37.40,35.28,39.96,41.54,44.21,44.59,43.13,40.21,39.79,38.23,39.19,37.29,34.71,35.53,32.96,32.63,34.25,36.67,36.04,32.82,38.03,37.50,38.96,37.19,36.67
"..MIMAROPA REGION","FRESH FRUIT, GUAVA, BAYABAS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",159.33,163.44,171.99,157.39,171.60,136.92,140.45,123.29,136.81,145.79,155.25,151.18,153.40,170.38,165.08,146.77,134.63,124.26,120.59,132.17,139.25,138.97,146.22,149.14,167.33,161.64,167.61,142.03,116.01,133.63,142.29,156.53,165.59,166.26,182.26,181.09,195.87,186.98,171.17,156.32,158.22,158.78,151.28,162.39,169.89,176.83,178.50,177.95,181.70,181.97,179.33,166.00,148.22,117.50,125.58,137.25,146.00,169.31,181.36,182.89
"..MIMAROPA REGION","FRESH FRUIT, MANGO, NATIVE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",138.68,150.00,141.51,150.00,127.36,116.04,91.98,100.47,103.30,106.13,107.54,120.27,123.10,133.00,133.00,131.59,113.91,87.73,101.88,101.25,100.00,101.25,136.25,166.25,172.50,138.75,120.00,108.75,103.75,106.25,106.25,111.25,122.50,130.00,173.75,182.50,166.25,152.50,147.50,140.00,131.25,126.25,97.50,107.50,147.50,171.25,157.50,163.75,171.25,152.50,152.50,133.75,116.25,100.00,118.75,143.75,215.00,240.00,203.75,213.75
"..MIMAROPA REGION","FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",51.84,52.87,64.20,64.20,70.03,67.97,67.97,71.40,67.97,67.97,68.66,72.09,71.40,70.71,83.75,83.75,56.98,53.55,67.35,78.75,78.75,81.25,105.00,113.75,131.25,136.25,127.50,127.50,107.50,87.50,87.50,99.38,126.25,111.25,116.25,116.25,146.25,161.25,161.25,158.75,158.75,152.50,145.00,156.25,155.00,156.25,162.50,160.00,170.00,175.00,172.50,158.75,158.75,148.75,142.50,170.00,170.00,170.00,172.50,150.00
"..MIMAROPA REGION","FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",46.85,46.89,47.88,48.37,51.55,48.51,50.34,49.91,53.99,50.41,51.70,52.10,50.69,50.83,52.18,50.69,45.30,40.97,40.16,44.93,45.85,45.00,47.22,46.96,47.92,47.71,50.58,50.67,50.21,50.04,49.04,51.66,55.91,59.32,61.90,53.73,52.26,53.71,50.13,50.87,52.50,49.09,47.57,52.29,52.74,50.74,50.30,50.77,50.24,49.98,50.96,52.15,55.42,54.92,57.04,59.50,57.48,60.35,59.31,59.77
"..MIMAROPA REGION","FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",55.08,62.10,66.97,73.64,67.78,68.42,62.45,63.25,64.50,64.19,63.02,70.63,69.24,74.92,77.39,78.95,69.77,69.55,73.75,75.21,75.21,76.04,79.38,78.93,77.71,78.13,75.73,77.82,78.65,76.98,75.32,75.63,75.00,75.00,74.69,80.21,82.19,74.28,77.19,88.03,103.03,98.86,89.69,83.65,81.15,79.90,82.40,85.73,87.50,95.18,95.18,94.90,83.64,84.72,78.54,75.63,76.46,76.46,74.17,75.84
"..MIMAROPA REGION","FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",81.50,83.70,91.49,87.14,94.71,83.81,76.09,68.33,69.80,63.47,64.15,66.86,65.28,61.44,62.00,58.22,60.71,62.30,57.76,59.16,58.07,59.18,60.42,54.50,57.90,54.73,53.89,52.23,55.28,57.49,49.36,53.13,60.62,63.26,58.93,62.17,64.13,61.95,63.45,66.91,66.13,66.25,58.45,57.97,60.21,61.61,64.83,64.71,68.72,67.36,68.22,70.06,69.51,70.39,70.78,66.13,73.79,73.66,76.86,74.94
"..MIMAROPA REGION","FRESH FRUIT, GRAPES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",251.78,245.30,257.88,273.78,283.52,251.77,248.51,264.36,270.83,286.41,265.00,287.06,281.55,271.86,264.09,245.89,246.22,215.50,265.00,255.00,235.84,256.67,239.79,229.38,270.42,280.42,272.92,296.04,302.50,319.59,310.42,310.63,291.04,292.71,291.04,290.84,293.34,289.79,288.54,289.17,288.96,285.63,282.50,282.50,272.71,260.42,259.38,242.71,250.21,260.25,274.61,281.98,318.03,316.36,316.57,326.67,327.50,308.13,293.54,282.50
"..MIMAROPA REGION","FRESH FRUIT, GRAPES, WITH SEEDS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, GUYABANO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, LANZONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, RAMBUTAN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, POMELO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",58.14,63.71,64.06,79.23,55.98,55.98,62.14,55.98,58.50,60.32,62.04,58.50,58.04,63.33,68.15,73.75,70.08,64.20,73.40,83.13,89.07,95.63,96.92,89.07,74.38,72.19,78.75,75.00,77.51,76.26,80.00,81.88,101.88,76.88,76.25,82.50,98.75,106.25,103.13,97.88,99.13,83.44,93.75,95.00,97.50,103.13,77.50,78.38,80.32,78.13,83.44,87.50,91.88,93.13,95.00,93.75,95.32,97.50,95.00,87.19
"..MIMAROPA REGION","FRESH FRUIT, ORANGE, SINTONES, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",36.53,37.24,36.66,36.66,42.34,44.79,42.47,43.05,43.05,43.05,41.80,41.71,44.61,48.80,48.22,47.64,46.43,46.43,46.43,51.46,56.46,49.79,49.59,49.90,50.63,47.19,49.38,50.42,47.92,48.23,48.23,47.09,44.59,48.03,52.29,57.40,58.86,62.82,62.50,61.98,56.36,56.36,56.36,55.42,57.92,55.42,51.36,51.36,52.61,55.42,54.38,53.54,52.29,52.29,52.29,52.61,52.61,57.50,63.96,58.54
"..MIMAROPA REGION","CALAMANSI, LOOSE, 1 KG",82.64,76.20,57.95,64.46,75.44,76.52,66.50,53.72,57.61,60.77,59.67,59.92,59.92,60.56,71.00,81.65,82.99,74.09,77.50,66.25,65.00,58.75,56.57,66.25,73.13,73.75,86.25,87.50,86.88,79.32,80.00,73.13,71.25,75.63,76.25,81.25,87.19,85.00,81.88,96.00,101.13,102.69,90.50,83.44,93.75,86.25,86.57,83.13,85.00,83.13,91.57,94.07,88.75,94.38,98.13,99.69,84.38,81.88,86.88,82.50
"..MIMAROPA REGION","FRESH FRUIT, APPLE, RED DELICIOUS, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..MIMAROPA REGION","FRESH FRUIT, CANTALOUPE, MELON, MEDIUM, 1 KG",74.74,99.59,137.86,132.69,64.45,52.56,46.53,51.70,51.70,51.70,51.70,52.56,52.56,57.74,65.73,55.15,56.02,50.84,52.57,93.33,93.33,86.67,86.67,83.33,83.33,73.33,70.00,75.00,72.50,72.50,75.00,85.00,90.00,90.00,92.50,85.00,108.00,108.00,100.00,97.50,99.17,99.17,99.17,99.17,99.17,99.17,100.83,102.50,102.50,97.50,95.83,84.17,81.67,90.00,87.50,82.50,85.83,95.83,99.17,99.17
