,Species,Geolocation,Year-Quarter,Volume,Value
1278,..Freshwater Prawn,..Region II (Cagayan Valley),2020 Quarter 4,0.01,4.50
1279,..Freshwater Prawn,..Region III (Central Luzon),2020 Quarter 4,..,..
1280,..Freshwater Prawn,..Region IV-A (CALABARZON),2020 Quarter 4,..,..
1281,..Freshwater Prawn,..MIMAROPA Region,2020 Quarter 4,..,..
1282,..Freshwater Prawn,..Region V (Bicol Region),2020 Quarter 4,..,..
1283,..Freshwater Prawn,..Region VI (Western Visayas),2020 Quarter 4,..,..
1284,..Freshwater Prawn,..Region VII (Central Visayas),2020 Quarter 4,..,..
1285,..Freshwater Prawn,..Region VIII (Eastern Visayas),2020 Quarter 4,..,..
1286,..Freshwater Prawn,..Region IX (Zamboanga Peninsula),2020 Quarter 4,..,..
1287,..Freshwater Prawn,..Region X (Nothern Mindanao),2020 Quarter 4,..,..
1288,..Freshwater Prawn,..Region XI (Davao Region),2020 Quarter 4,..,..
1289,..Freshwater Prawn,..Region XII (SOCCSKSARGEN),2020 Quarter 4,0.00,0.18
1290,..Freshwater Prawn,..Region XIII (Caraga),2020 Quarter 4,0.17,20.40
1291,..Freshwater Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,..,..
1292,..Others,..National Capital Region (NCR),2020 Quarter 4,0.45,9.00
1293,..Others,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1294,..Others,..Region I (Ilocos Region),2020 Quarter 4,10.55,1377.49
1295,..Others,..Region II (Cagayan Valley),2020 Quarter 4,3.33,298.54
1296,..Others,..Region III (Central Luzon),2020 Quarter 4,0.50,95.16
1297,..Others,..Region IV-A (CALABARZON),2020 Quarter 4,15.21,3153.91
1298,..Others,..MIMAROPA Region,2020 Quarter 4,0.02,2.70
1299,..Others,..Region V (Bicol Region),2020 Quarter 4,6.97,979.20
1300,..Others,..Region VI (Western Visayas),2020 Quarter 4,84.90,5919.80
1301,..Others,..Region VII (Central Visayas),2020 Quarter 4,0.89,318.12
1302,..Others,..Region VIII (Eastern Visayas),2020 Quarter 4,64.49,13298.30
1303,..Others,..Region IX (Zamboanga Peninsula),2020 Quarter 4,0.08,2.07
1304,..Others,..Region X (Nothern Mindanao),2020 Quarter 4,..,..
1305,..Others,..Region XI (Davao Region),2020 Quarter 4,1.43,511.12
1306,..Others,..Region XII (SOCCSKSARGEN),2020 Quarter 4,0.49,112.55
1307,..Others,..Region XIII (Caraga),2020 Quarter 4,19.36,13368.86
1308,..Others,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,0.02,3.00
1309,..Oyster,..National Capital Region (NCR),2020 Quarter 4,..,..
1310,..Oyster,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1311,..Oyster,..Region I (Ilocos Region),2020 Quarter 4,397.82,15642.77
1312,..Oyster,..Region II (Cagayan Valley),2020 Quarter 4,39.59,612.50
1313,..Oyster,..Region III (Central Luzon),2020 Quarter 4,2.25,90.00
1314,..Oyster,..Region IV-A (CALABARZON),2020 Quarter 4,0.61,13.40
1315,..Oyster,..MIMAROPA Region,2020 Quarter 4,..,..
1316,..Oyster,..Region V (Bicol Region),2020 Quarter 4,1.19,17.85
1317,..Oyster,..Region VI (Western Visayas),2020 Quarter 4,2404.26,31283.89
1318,..Oyster,..Region VII (Central Visayas),2020 Quarter 4,38.84,511.71
1319,..Oyster,..Region VIII (Eastern Visayas),2020 Quarter 4,1.34,20.00
1320,..Oyster,..Region IX (Zamboanga Peninsula),2020 Quarter 4,101.04,2079.42
1321,..Oyster,..Region X (Nothern Mindanao),2020 Quarter 4,0.45,45.00
1322,..Oyster,..Region XI (Davao Region),2020 Quarter 4,122.37,1835.52
1323,..Oyster,..Region XII (SOCCSKSARGEN),2020 Quarter 4,..,..
1324,..Oyster,..Region XIII (Caraga),2020 Quarter 4,..,..
1325,..Oyster,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,..,..
1326,..Mussel,..National Capital Region (NCR),2020 Quarter 4,1.98,297.62
1327,..Mussel,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1328,..Mussel,..Region I (Ilocos Region),2020 Quarter 4,220.14,11006.91
1329,..Mussel,..Region II (Cagayan Valley),2020 Quarter 4,..,..
1330,..Mussel,..Region III (Central Luzon),2020 Quarter 4,..,..
1331,..Mussel,..Region IV-A (CALABARZON),2020 Quarter 4,86.05,4931.79
1332,..Mussel,..MIMAROPA Region,2020 Quarter 4,0.16,2.19
1333,..Mussel,..Region V (Bicol Region),2020 Quarter 4,0.36,14.74
1334,..Mussel,..Region VI (Western Visayas),2020 Quarter 4,2170.14,42509.50
1335,..Mussel,..Region VII (Central Visayas),2020 Quarter 4,..,..
1336,..Mussel,..Region VIII (Eastern Visayas),2020 Quarter 4,28.90,320.19
1337,..Mussel,..Region IX (Zamboanga Peninsula),2020 Quarter 4,..,..
1338,..Mussel,..Region X (Nothern Mindanao),2020 Quarter 4,16.98,1150.65
1339,..Mussel,..Region XI (Davao Region),2020 Quarter 4,..,..
1340,..Mussel,..Region XII (SOCCSKSARGEN),2020 Quarter 4,..,..
1341,..Mussel,..Region XIII (Caraga),2020 Quarter 4,..,..
1342,..Mussel,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,..,..
1343,..Seaweed,..National Capital Region (NCR),2020 Quarter 4,..,..
1344,..Seaweed,..Cordillera Administrative Region (CAR),2020 Quarter 4,..,..
1345,..Seaweed,..Region I (Ilocos Region),2020 Quarter 4,2.31,89.19
1346,..Seaweed,..Region II (Cagayan Valley),2020 Quarter 4,2.33,15.11
1347,..Seaweed,..Region III (Central Luzon),2020 Quarter 4,150.00,1050.00
1348,..Seaweed,..Region IV-A (CALABARZON),2020 Quarter 4,8.87,124.74
1349,..Seaweed,..MIMAROPA Region,2020 Quarter 4,226762.29,1514768.51
1350,..Seaweed,..Region V (Bicol Region),2020 Quarter 4,5160.59,67974.08
1351,..Seaweed,..Region VI (Western Visayas),2020 Quarter 4,14379.46,110803.38
1352,..Seaweed,..Region VII (Central Visayas),2020 Quarter 4,10000.37,35083.41
1353,..Seaweed,..Region VIII (Eastern Visayas),2020 Quarter 4,3973.65,35390.98
1354,..Seaweed,..Region IX (Zamboanga Peninsula),2020 Quarter 4,36903.73,203463.72
1355,..Seaweed,..Region X (Nothern Mindanao),2020 Quarter 4,4785.60,62904.10
1356,..Seaweed,..Region XI (Davao Region),2020 Quarter 4,13.72,201.59
1357,..Seaweed,..Region XII (SOCCSKSARGEN),2020 Quarter 4,51.89,778.29
1358,..Seaweed,..Region XIII (Caraga),2020 Quarter 4,1977.00,33693.28
1359,..Seaweed,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2020 Quarter 4,198912.77,1345792.09
1360,All Species,..National Capital Region (NCR),2021 Quarter 1,120.30,5612.63
1361,All Species,..Cordillera Administrative Region (CAR),2021 Quarter 1,841.41,86797.81
1362,All Species,..Region I (Ilocos Region),2021 Quarter 1,27449.49,3318099.54
1363,All Species,..Region II (Cagayan Valley),2021 Quarter 1,2088.81,224298.32
1364,All Species,..Region III (Central Luzon),2021 Quarter 1,79350.56,10120596.51
1365,All Species,..Region IV-A (CALABARZON),2021 Quarter 1,22158.06,4506918.13
1366,All Species,..MIMAROPA Region,2021 Quarter 1,10453.03,115486.25
1367,All Species,..Region V (Bicol Region),2021 Quarter 1,6231.08,377160.71
1368,All Species,..Region VI (Western Visayas),2021 Quarter 1,44181.81,1885681.58
1369,All Species,..Region VII (Central Visayas),2021 Quarter 1,20314.82,753824.20
1370,All Species,..Region VIII (Eastern Visayas),2021 Quarter 1,5463.18,624538.12
1371,All Species,..Region IX (Zamboanga Peninsula),2021 Quarter 1,64175.11,855623.82
1372,All Species,..Region X (Nothern Mindanao),2021 Quarter 1,10018.35,2122631.78
1373,All Species,..Region XI (Davao Region),2021 Quarter 1,4746.36,679758.41
1374,All Species,..Region XII (SOCCSKSARGEN),2021 Quarter 1,4755.94,735618.75
1375,All Species,..Region XIII (Caraga),2021 Quarter 1,2709.24,275647.09
1376,All Species,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021 Quarter 1,217900.97,1595497.32
1377,..Milkfish,..National Capital Region (NCR),2021 Quarter 1,38.10,2303.66
1378,..Milkfish,..Cordillera Administrative Region (CAR),2021 Quarter 1,..,..
1379,..Milkfish,..Region I (Ilocos Region),2021 Quarter 1,24982.86,2999911.67
1380,..Milkfish,..Region II (Cagayan Valley),2021 Quarter 1,12.83,1668.03
1381,..Milkfish,..Region III (Central Luzon),2021 Quarter 1,12350.36,1373695.56
1382,..Milkfish,..Region IV-A (CALABARZON),2021 Quarter 1,2196.47,229341.08
1383,..Milkfish,..MIMAROPA Region,2021 Quarter 1,71.25,7496.51
1384,..Milkfish,..Region V (Bicol Region),2021 Quarter 1,337.81,33168.46
1385,..Milkfish,..Region VI (Western Visayas),2021 Quarter 1,13238.04,1479629.94
1386,..Milkfish,..Region VII (Central Visayas),2021 Quarter 1,2297.03,271629.19
1387,..Milkfish,..Region VIII (Eastern Visayas),2021 Quarter 1,440.30,55343.18
1388,..Milkfish,..Region IX (Zamboanga Peninsula),2021 Quarter 1,952.70,87328.33
1389,..Milkfish,..Region X (Nothern Mindanao),2021 Quarter 1,2298.00,261713.15
1390,..Milkfish,..Region XI (Davao Region),2021 Quarter 1,3383.91,416843.13
1391,..Milkfish,..Region XII (SOCCSKSARGEN),2021 Quarter 1,652.67,76262.15
1392,..Milkfish,..Region XIII (Caraga),2021 Quarter 1,1609.26,166727.80
1393,..Milkfish,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021 Quarter 1,577.30,70761.72
1394,..Tilapia,..National Capital Region (NCR),2021 Quarter 1,22.31,1091.38
1395,..Tilapia,..Cordillera Administrative Region (CAR),2021 Quarter 1,841.36,86790.43
1396,..Tilapia,..Region I (Ilocos Region),2021 Quarter 1,1845.19,165316.88
1397,..Tilapia,..Region II (Cagayan Valley),2021 Quarter 1,1895.60,192601.62
1398,..Tilapia,..Region III (Central Luzon),2021 Quarter 1,58601.23,4926988.89
1399,..Tilapia,..Region IV-A (CALABARZON),2021 Quarter 1,14880.64,1263964.03
1400,..Tilapia,..MIMAROPA Region,2021 Quarter 1,39.65,4170.35
1401,..Tilapia,..Region V (Bicol Region),2021 Quarter 1,1672.52,181426.77
1402,..Tilapia,..Region VI (Western Visayas),2021 Quarter 1,499.96,45272.95
1403,..Tilapia,..Region VII (Central Visayas),2021 Quarter 1,158.12,18392.16
1404,..Tilapia,..Region VIII (Eastern Visayas),2021 Quarter 1,268.68,32730.31
1405,..Tilapia,..Region IX (Zamboanga Peninsula),2021 Quarter 1,71.14,6337.27
1406,..Tilapia,..Region X (Nothern Mindanao),2021 Quarter 1,475.61,58754.03
1407,..Tilapia,..Region XI (Davao Region),2021 Quarter 1,168.53,19622.45
1408,..Tilapia,..Region XII (SOCCSKSARGEN),2021 Quarter 1,2134.30,234281.56
1409,..Tilapia,..Region XIII (Caraga),2021 Quarter 1,57.30,6666.94
1410,..Tilapia,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021 Quarter 1,381.18,41233.80
1411,..Tiger Prawn,..National Capital Region (NCR),2021 Quarter 1,..,..
1412,..Tiger Prawn,..Cordillera Administrative Region (CAR),2021 Quarter 1,..,..
1413,..Tiger Prawn,..Region I (Ilocos Region),2021 Quarter 1,220.38,132221.21
1414,..Tiger Prawn,..Region II (Cagayan Valley),2021 Quarter 1,2.97,1355.53
1415,..Tiger Prawn,..Region III (Central Luzon),2021 Quarter 1,5052.23,2992729.33
1416,..Tiger Prawn,..Region IV-A (CALABARZON),2021 Quarter 1,43.60,14671.61
1417,..Tiger Prawn,..MIMAROPA Region,2021 Quarter 1,44.14,19869.96
1418,..Tiger Prawn,..Region V (Bicol Region),2021 Quarter 1,157.33,62892.43
1419,..Tiger Prawn,..Region VI (Western Visayas),2021 Quarter 1,28.96,10938.40
1420,..Tiger Prawn,..Region VII (Central Visayas),2021 Quarter 1,..,..
1421,..Tiger Prawn,..Region VIII (Eastern Visayas),2021 Quarter 1,..,..
1422,..Tiger Prawn,..Region IX (Zamboanga Peninsula),2021 Quarter 1,201.18,74482.41
1423,..Tiger Prawn,..Region X (Nothern Mindanao),2021 Quarter 1,2278.96,954342.15
1424,..Tiger Prawn,..Region XI (Davao Region),2021 Quarter 1,0.04,15.65
1425,..Tiger Prawn,..Region XII (SOCCSKSARGEN),2021 Quarter 1,0.01,2.50
1426,..Tiger Prawn,..Region XIII (Caraga),2021 Quarter 1,22.61,8250.33
1427,..Tiger Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021 Quarter 1,72.94,26462.35
1428,..Mudcrab,..National Capital Region (NCR),2021 Quarter 1,..,..
1429,..Mudcrab,..Cordillera Administrative Region (CAR),2021 Quarter 1,..,..
1430,..Mudcrab,..Region I (Ilocos Region),2021 Quarter 1,8.25,2643.06
1431,..Mudcrab,..Region II (Cagayan Valley),2021 Quarter 1,2.13,710.10
1432,..Mudcrab,..Region III (Central Luzon),2021 Quarter 1,627.38,379621.16
1433,..Mudcrab,..Region IV-A (CALABARZON),2021 Quarter 1,3820.77,2867526.09
1434,..Mudcrab,..MIMAROPA Region,2021 Quarter 1,0.24,90.11
1435,..Mudcrab,..Region V (Bicol Region),2021 Quarter 1,98.20,46295.68
1436,..Mudcrab,..Region VI (Western Visayas),2021 Quarter 1,33.30,18498.53
1437,..Mudcrab,..Region VII (Central Visayas),2021 Quarter 1,..,..
1438,..Mudcrab,..Region VIII (Eastern Visayas),2021 Quarter 1,523.10,483684.90
1439,..Mudcrab,..Region IX (Zamboanga Peninsula),2021 Quarter 1,173.55,81932.90
1440,..Mudcrab,..Region X (Nothern Mindanao),2021 Quarter 1,1978.79,814994.26
1441,..Mudcrab,..Region XI (Davao Region),2021 Quarter 1,4.77,2835.80
1442,..Mudcrab,..Region XII (SOCCSKSARGEN),2021 Quarter 1,0.06,34.50
1443,..Mudcrab,..Region XIII (Caraga),2021 Quarter 1,134.51,57056.24
1444,..Mudcrab,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021 Quarter 1,11.08,2888.46
1445,..Endeavor Prawn,..National Capital Region (NCR),2021 Quarter 1,..,..
1446,..Endeavor Prawn,..Cordillera Administrative Region (CAR),2021 Quarter 1,..,..
1447,..Endeavor Prawn,..Region I (Ilocos Region),2021 Quarter 1,2.99,1148.80
1448,..Endeavor Prawn,..Region II (Cagayan Valley),2021 Quarter 1,20.85,5837.22
1449,..Endeavor Prawn,..Region III (Central Luzon),2021 Quarter 1,0.16,47.67
1450,..Endeavor Prawn,..Region IV-A (CALABARZON),2021 Quarter 1,0.02,4.50
1451,..Endeavor Prawn,..MIMAROPA Region,2021 Quarter 1,0.10,28.65
1452,..Endeavor Prawn,..Region V (Bicol Region),2021 Quarter 1,0.12,19.94
1453,..Endeavor Prawn,..Region VI (Western Visayas),2021 Quarter 1,17.90,2933.03
1454,..Endeavor Prawn,..Region VII (Central Visayas),2021 Quarter 1,..,..
1455,..Endeavor Prawn,..Region VIII (Eastern Visayas),2021 Quarter 1,..,..
1456,..Endeavor Prawn,..Region IX (Zamboanga Peninsula),2021 Quarter 1,..,..
1457,..Endeavor Prawn,..Region X (Nothern Mindanao),2021 Quarter 1,3.80,606.53
1458,..Endeavor Prawn,..Region XI (Davao Region),2021 Quarter 1,2.97,593.78
1459,..Endeavor Prawn,..Region XII (SOCCSKSARGEN),2021 Quarter 1,..,..
1460,..Endeavor Prawn,..Region XIII (Caraga),2021 Quarter 1,0.00,0.90
1461,..Endeavor Prawn,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021 Quarter 1,..,..
1462,..White Shrimp,..National Capital Region (NCR),2021 Quarter 1,..,..
1463,..White Shrimp,..Cordillera Administrative Region (CAR),2021 Quarter 1,..,..
1464,..White Shrimp,..Region I (Ilocos Region),2021 Quarter 1,0.10,28.60
1465,..White Shrimp,..Region II (Cagayan Valley),2021 Quarter 1,2.20,205.22
1466,..White Shrimp,..Region III (Central Luzon),2021 Quarter 1,18.11,6337.66
1467,..White Shrimp,..Region IV-A (CALABARZON),2021 Quarter 1,0.02,3.75
1468,..White Shrimp,..MIMAROPA Region,2021 Quarter 1,..,..
1469,..White Shrimp,..Region V (Bicol Region),2021 Quarter 1,0.04,8.00
1470,..White Shrimp,..Region VI (Western Visayas),2021 Quarter 1,2.57,507.78
1471,..White Shrimp,..Region VII (Central Visayas),2021 Quarter 1,0.14,23.92
1472,..White Shrimp,..Region VIII (Eastern Visayas),2021 Quarter 1,1.00,150.00
1473,..White Shrimp,..Region IX (Zamboanga Peninsula),2021 Quarter 1,4.82,430.35
1474,..White Shrimp,..Region X (Nothern Mindanao),2021 Quarter 1,8.22,1065.49
1475,..White Shrimp,..Region XI (Davao Region),2021 Quarter 1,2.61,836.79
1476,..White Shrimp,..Region XII (SOCCSKSARGEN),2021 Quarter 1,..,..
1477,..White Shrimp,..Region XIII (Caraga),2021 Quarter 1,0.59,147.32
1478,..White Shrimp,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021 Quarter 1,30.07,6293.14
1479,..Grouper,..National Capital Region (NCR),2021 Quarter 1,..,..
1480,..Grouper,..Cordillera Administrative Region (CAR),2021 Quarter 1,..,..
1481,..Grouper,..Region I (Ilocos Region),2021 Quarter 1,0.32,130.88
1482,..Grouper,..Region II (Cagayan Valley),2021 Quarter 1,..,..
1483,..Grouper,..Region III (Central Luzon),2021 Quarter 1,..,..
1484,..Grouper,..Region IV-A (CALABARZON),2021 Quarter 1,3.80,1706.61
1485,..Grouper,..MIMAROPA Region,2021 Quarter 1,0.44,174.00
1486,..Grouper,..Region V (Bicol Region),2021 Quarter 1,0.58,205.24
1487,..Grouper,..Region VI (Western Visayas),2021 Quarter 1,13.77,7991.34
1488,..Grouper,..Region VII (Central Visayas),2021 Quarter 1,0.03,10.44
1489,..Grouper,..Region VIII (Eastern Visayas),2021 Quarter 1,0.07,34.00
1490,..Grouper,..Region IX (Zamboanga Peninsula),2021 Quarter 1,0.43,159.50
1491,..Grouper,..Region X (Nothern Mindanao),2021 Quarter 1,..,..
1492,..Grouper,..Region XI (Davao Region),2021 Quarter 1,..,..
1493,..Grouper,..Region XII (SOCCSKSARGEN),2021 Quarter 1,..,..
1494,..Grouper,..Region XIII (Caraga),2021 Quarter 1,0.01,1.90
1495,..Grouper,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021 Quarter 1,0.05,5.40
1496,..Siganid,..National Capital Region (NCR),2021 Quarter 1,..,..
1497,..Siganid,..Cordillera Administrative Region (CAR),2021 Quarter 1,..,..
1498,..Siganid,..Region I (Ilocos Region),2021 Quarter 1,10.55,3974.57
1499,..Siganid,..Region II (Cagayan Valley),2021 Quarter 1,1.61,544.01
1500,..Siganid,..Region III (Central Luzon),2021 Quarter 1,0.03,11.66
1501,..Siganid,..Region IV-A (CALABARZON),2021 Quarter 1,0.69,146.00
1502,..Siganid,..MIMAROPA Region,2021 Quarter 1,0.13,29.50
1503,..Siganid,..Region V (Bicol Region),2021 Quarter 1,0.05,12.72
1504,..Siganid,..Region VI (Western Visayas),2021 Quarter 1,0.03,5.70
1505,..Siganid,..Region VII (Central Visayas),2021 Quarter 1,..,..
1506,..Siganid,..Region VIII (Eastern Visayas),2021 Quarter 1,..,..
1507,..Siganid,..Region IX (Zamboanga Peninsula),2021 Quarter 1,..,..
1508,..Siganid,..Region X (Nothern Mindanao),2021 Quarter 1,0.26,65.00
1509,..Siganid,..Region XI (Davao Region),2021 Quarter 1,13.92,2370.48
1510,..Siganid,..Region XII (SOCCSKSARGEN),2021 Quarter 1,1.00,270.00
1511,..Siganid,..Region XIII (Caraga),2021 Quarter 1,1.42,346.75
1512,..Siganid,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021 Quarter 1,..,..
1513,..P. Vannamei,..National Capital Region (NCR),2021 Quarter 1,..,..
1514,..P. Vannamei,..Cordillera Administrative Region (CAR),2021 Quarter 1,..,..
1515,..P. Vannamei,..Region I (Ilocos Region),2021 Quarter 1,4.10,1811.76
1516,..P. Vannamei,..Region II (Cagayan Valley),2021 Quarter 1,46.82,16199.24
1517,..P. Vannamei,..Region III (Central Luzon),2021 Quarter 1,1057.68,362479.83
1518,..P. Vannamei,..Region IV-A (CALABARZON),2021 Quarter 1,255.33,88078.91
1519,..P. Vannamei,..MIMAROPA Region,2021 Quarter 1,1.39,512.30
1520,..P. Vannamei,..Region V (Bicol Region),2021 Quarter 1,0.37,165.95
1521,..P. Vannamei,..Region VI (Western Visayas),2021 Quarter 1,25.23,7061.46
1522,..P. Vannamei,..Region VII (Central Visayas),2021 Quarter 1,1446.05,361490.54
1523,..P. Vannamei,..Region VIII (Eastern Visayas),2021 Quarter 1,3.00,750.00
1524,..P. Vannamei,..Region IX (Zamboanga Peninsula),2021 Quarter 1,..,..
1525,..P. Vannamei,..Region X (Nothern Mindanao),2021 Quarter 1,..,..
1526,..P. Vannamei,..Region XI (Davao Region),2021 Quarter 1,760.97,189109.19
1527,..P. Vannamei,..Region XII (SOCCSKSARGEN),2021 Quarter 1,1861.78,414288.98
1528,..P. Vannamei,..Region XIII (Caraga),2021 Quarter 1,8.24,2622.62
1529,..P. Vannamei,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021 Quarter 1,..,..
1530,..Spiny Lobster,..National Capital Region (NCR),2021 Quarter 1,..,..
1531,..Spiny Lobster,..Cordillera Administrative Region (CAR),2021 Quarter 1,..,..
1532,..Spiny Lobster,..Region I (Ilocos Region),2021 Quarter 1,..,..
1533,..Spiny Lobster,..Region II (Cagayan Valley),2021 Quarter 1,..,..
1534,..Spiny Lobster,..Region III (Central Luzon),2021 Quarter 1,..,..
1535,..Spiny Lobster,..Region IV-A (CALABARZON),2021 Quarter 1,..,..
1536,..Spiny Lobster,..MIMAROPA Region,2021 Quarter 1,..,..
1537,..Spiny Lobster,..Region V (Bicol Region),2021 Quarter 1,..,..
1538,..Spiny Lobster,..Region VI (Western Visayas),2021 Quarter 1,0.48,1084.00
1539,..Spiny Lobster,..Region VII (Central Visayas),2021 Quarter 1,..,..
1540,..Spiny Lobster,..Region VIII (Eastern Visayas),2021 Quarter 1,..,..
1541,..Spiny Lobster,..Region IX (Zamboanga Peninsula),2021 Quarter 1,..,..
1542,..Spiny Lobster,..Region X (Nothern Mindanao),2021 Quarter 1,..,..
1543,..Spiny Lobster,..Region XI (Davao Region),2021 Quarter 1,..,..
1544,..Spiny Lobster,..Region XII (SOCCSKSARGEN),2021 Quarter 1,..,..
1545,..Spiny Lobster,..Region XIII (Caraga),2021 Quarter 1,2.53,6536.73
1546,..Spiny Lobster,..Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2021 Quarter 1,0.08,124.50
1547,..Carp,..National Capital Region (NCR),2021 Quarter 1,3.18,88.74
1548,..Carp,..Cordillera Administrative Region (CAR),2021 Quarter 1,0.01,1.50
1549,..Carp,..Region I (Ilocos Region),2021 Quarter 1,0.70,44.37
1550,..Carp,..Region II (Cagayan Valley),2021 Quarter 1,1.47,115.02
1551,..Carp,..Region III (Central Luzon),2021 Quarter 1,12.90,451.93
1552,..Carp,..Region IV-A (CALABARZON),2021 Quarter 1,63.20,1345.97
1553,..Carp,..MIMAROPA Region,2021 Quarter 1,..,..
1554,..Carp,..Region V (Bicol Region),2021 Quarter 1,0.13,5.96
1555,..Carp,..Region VI (Western Visayas),2021 Quarter 1,0.07,6.70
1556,..Carp,..Region VII (Central Visayas),2021 Quarter 1,0.07,8.56
1557,..Carp,..Region VIII (Eastern Visayas),2021 Quarter 1,0.00,0.24
